line,line_key,colour,seq,x,y,name,sub,marker,label_pos
우이신설경전철,W,878787,6,166.0,27.0,,,,
우이신설경전철,W,878787,7,163.0,27.0,북한산보국문,서경대,,S
우이신설경전철,W,878787,8,156.0,27.0,솔샘,,,S
우이신설경전철,W,878787,9,149.0,27.0,삼양사거리,,,S
우이신설경전철,W,878787,10,142.0,27.0,삼양,,,S
우이신설경전철,W,878787,11,136.0,27.0,화계,,,S
우이신설경전철,W,878787,12,130.0,27.0,가오리,,,S
우이신설경전철,W,878787,13,122.0,27.0,4·19민주묘지,덕성여대,,S
우이신설경전철,W,878787,14,121.0,27.0,,,,
우이신설경전철,W,878787,15,119.0,26.0,,,,
우이신설경전철,W,878787,16,115.0,22.0,솔밭공원,,,SW
우이신설경전철,W,878787,17,113.0,20.0,,,,
우이신설경전철,W,878787,18,111.0,19.0,,,,
우이신설경전철,W,878787,19,105.0,19.0,북한산우이,도선사입구,,S
우이신설경전철,W,878787,20,91.0,19.0,,,,
서해,SH,40A607,0,52.0,18.0,일산,,interchange,SW
서해,SH,40A607,1,52.0,22.0,풍산,,interchange,SW
서해,SH,40A607,2,52.0,26.0,백마,,interchange,SW
서해,SH,40A607,3,52.0,30.0,곡산,,interchange,SW
서해,SH,40A607,4,52.0,35.0,대곡,,interchange,SW
서해,SH,40A607,5,52.0,38.0,,,,
서해,SH,40A607,6,53.0,40.5,,,,
서해,SH,40A607,7,56.0,43.5,능곡,,interchange,SE
서해,SH,40A607,8,56.0,63.0,,,,
서해,SH,40A607,9,55.0,64.0,,,,
서해,SH,40A607,10,45.5,64.0,,,,
서해,SH,40A607,11,44.5,65.0,,,,
서해,SH,40A607,12,44.5,70.5,,,,
서해,SH,40A607,13,44.0,71.0,,,,
서해,SH,40A607,14,42.0,71.0,김포공항,,interchange,SE
서해,SH,40A607,15,37.0,71.0,,,,
서해,SH,40A607,16,36.0,72.0,,,,
서해,SH,40A607,17,36.0,94.0,,,,
서해,SH,40A607,18,37.0,95.0,,,,
서해,SH,40A607,19,41.0,95.0,원종,,,
서해,SH,40A607,20,57.0,95.0,,,,
서해,SH,40A607,21,62.0,103.0,,,,
서해,SH,40A607,22,62.0,108.0,,,,
서해,SH,40A607,23,61.0,109.0,,,,
서해,SH,40A607,24,58.0,109.0,부천종합운동장,,interchange,
서해,SH,40A607,25,52.0,112.0,,,,
서해,SH,40A607,26,52.0,114.0,,,,
서해,SH,40A607,27,52.0,128.0,,,,
서해,SH,40A607,28,53.0,129.0,,,,
서해,SH,40A607,29,56.0,129.0,,,,
서해,SH,40A607,30,57.0,130.0,소사,,interchange,
서해,SH,40A607,31,65.0,138.0,소새울,,,E
서해,SH,40A607,32,75.0,147.0,시흥대야,,,E
서해,SH,40A607,33,85.0,157.0,신천,,,E
서해,SH,40A607,34,89.0,161.0,,,,
서해,SH,40A607,35,91.0,164.0,,,,
서해,SH,40A607,36,91.0,167.0,신현,,,E
서해,SH,40A607,37,91.0,171.0,,,,
서해,SH,40A607,38,90.0,173.0,,,,
서해,SH,40A607,39,85.0,176.0,시흥시청,,,E
서해,SH,40A607,40,77.0,181.0,시흥능곡,,,E
서해,SH,40A607,41,75.0,182.0,,,,
서해,SH,40A607,42,71.0,183.0,,,,
서해,SH,40A607,43,64.0,183.0,달미,,,S
서해,SH,40A607,44,54.0,183.0,선부,,,S
서해,SH,40A607,45,53.0,183.0,,,,
서해,SH,40A607,46,52.0,184.0,,,,
서해,SH,40A607,47,52.0,188.0,초지,,interchange,SE
서해,SH,40A607,48,52.0,192.0,,,,
서해,SH,40A607,49,51.0,193.0,,,,
서해,SH,40A607,50,45.0,193.0,시우,,,S
서해,SH,40A607,51,38.0,193.0,원시,,,S
서해,SH,40A607,52,31.0,193.0,,,,
신림,SL,0781FA,0,108.7,105.0,샛강,,interchange,S
신림,SL,0781FA,1,102.5,110.0,대방,,interchange,SW
신림,SL,0781FA,2,102.5,119.0,"서울지방
병무청",,,W
신림,SL,0781FA,3,102.5,122.0,,,,
신림,SL,0781FA,4,103.0,123.0,,,,
신림,SL,0781FA,5,104.0,123.0,,,,
신림,SL,0781FA,6,105.0,124.0,,,,
신림,SL,0781FA,7,105.0,128.0,보라매,,interchange,NW
신림,SL,0781FA,8,105.0,130.0,보라매공원,,,E
신림,SL,0781FA,9,106.0,132.0,보라매병원,,,E
신림,SL,0781FA,10,108.0,134.0,당곡,,,E
신림,SL,0781FA,11,110.0,136.0,신림,,interchange,S
신림,SL,0781FA,12,115.0,142.0,서원,,,W
신림,SL,0781FA,13,117.0,144.0,,,,
신림,SL,0781FA,14,119.0,145.0,,,,
신림,SL,0781FA,15,121.0,145.0,서울대벤처타운,,,S
신림,SL,0781FA,16,127.0,145.0,관악산(서울대),,,N
신림,SL,0781FA,17,135.0,145.0,,,,
