line,line_key,colour,seq,x,y,name,sub,marker,label_pos
9호선,10-9,B58600,61,294.0,113.0,"중앙
보훈병원",,,E
9호선,10-9,B58600,62,294.0,111.0,,,,
9호선,10-9,B58600,63,294.0,109.0,,,,
김포골드라인,KP,A18F57,0,42.0,68.0,,,,
김포골드라인,KP,A18F57,1,42.0,68.0,김포공항,,interchange,SE
김포골드라인,KP,A18F57,2,34.0,68.0,고촌,,,N
김포골드라인,KP,A18F57,3,32.0,68.0,,,,
김포골드라인,KP,A18F57,4,30.0,64.0,,,,
김포골드라인,KP,A18F57,5,30.0,61.0,풍무,,,E
김포골드라인,KP,A18F57,6,30.0,55.0,"사우 
(김포시청)",,,E
김포골드라인,KP,A18F57,7,30.0,49.0,"걸포
북변",,,E
김포골드라인,KP,A18F57,8,30.0,46.0,,,,
김포골드라인,KP,A18F57,9,29.0,45.0,,,,
김포골드라인,KP,A18F57,10,26.0,45.0,운양,,,N
김포골드라인,KP,A18F57,11,19.0,45.0,장기,,,N
김포골드라인,KP,A18F57,12,18.0,45.0,,,,
김포골드라인,KP,A18F57,13,17.0,46.0,,,,
김포골드라인,KP,A18F57,14,17.0,49.0,마산,,,W
김포골드라인,KP,A18F57,15,17.0,54.0,구래,,,W
김포골드라인,KP,A18F57,16,17.0,61.0,양촌,,,W
김포골드라인,KP,A18F57,17,17.0,66.0,,,,
의정부경전철,U,D9750D,0,187.0,9.0,,,,
의정부경전철,U,D9750D,1,196.0,9.0,발곡,,,N
의정부경전철,U,D9750D,2,198.5,9.0,,,,
의정부경전철,U,D9750D,3,198.5,13.0,회룡,,interchange,NE
의정부경전철,U,D9750D,4,198.5,19.0,,,,
의정부경전철,U,D9750D,5,197.0,19.0,범골,,,
의정부경전철,U,D9750D,6,189.0,19.0,경전철의정부,,,
의정부경전철,U,D9750D,7,178.0,19.0,의정부시청,,,
의정부경전철,U,D9750D,8,170.5,19.0,흥선,,,
의정부경전철,U,D9750D,9,163.0,19.0,의정부중앙,,,
의정부경전철,U,D9750D,10,155.0,19.0,동오,,,
의정부경전철,U,D9750D,11,150.0,19.0,새말,,,
의정부경전철,U,D9750D,12,142.5,19.0,"경기도청
북부청사",,,
의정부경전철,U,D9750D,13,135.0,19.0,효자,,,
의정부경전철,U,D9750D,14,130.0,19.0,곤제,,,
의정부경전철,U,D9750D,15,125.0,19.0,어룡,,,
의정부경전철,U,D9750D,16,123.0,19.0,,,,
의정부경전철,U,D9750D,17,121.0,18.0,,,,
의정부경전철,U,D9750D,18,120.0,17.0,송산,,,SW
의정부경전철,U,D9750D,19,117.0,14.0,탑석,,,SW
의정부경전철,U,D9750D,20,115.0,13.0,,,,
의정부경전철,U,D9750D,21,106.0,13.0,,,,
인천1호선,I,6496DF,0,9.0,190.0,,,,
인천1호선,I,6496DF,1,9.0,185.0,"송도달빛
축제공원",,,E
인천1호선,I,6496DF,2,9.0,180.0,국제업무지구,,,E
인천1호선,I,6496DF,3,9.0,175.0,센트럴파크,,,E
인천1호선,I,6496DF,4,9.0,172.0,,,,
인천1호선,I,6496DF,5,10.0,171.0,,,,
인천1호선,I,6496DF,6,12.0,171.0,인천대입구,,,N
인천1호선,I,6496DF,7,22.0,171.0,지식정보단지,,,N
인천1호선,I,6496DF,8,32.0,171.0,테크노파크,,,N
인천1호선,I,6496DF,9,41.0,171.0,캠퍼스타운,,,N
인천1호선,I,6496DF,10,48.0,171.0,동막,,,N
인천1호선,I,6496DF,11,55.0,171.0,동춘,,,N
인천1호선,I,6496DF,12,64.0,171.0,원인재,,interchange,SW
인천1호선,I,6496DF,13,67.0,171.0,,,,
인천1호선,I,6496DF,14,69.0,170.0,,,,
인천1호선,I,6496DF,15,69.0,169.0,신연수,,,E
인천1호선,I,6496DF,16,66.0,165.0,선학,,,E
인천1호선,I,6496DF,17,63.0,161.0,문학경기장,,,NE
인천1호선,I,6496DF,18,59.2,156.0,인천터미널,,,NE
인천1호선,I,6496DF,19,56.2,152.0,예술회관,,,NE
인천1호선,I,6496DF,20,53.0,147.0,인천시청,,interchange,SW
인천1호선,I,6496DF,21,51.0,144.0,,,,
인천1호선,I,6496DF,22,49.0,143.0,,,,
인천1호선,I,6496DF,23,47.0,143.0,간석오거리,,,N
인천1호선,I,6496DF,24,38.0,143.0,부평삼거리,,,N
인천1호선,I,6496DF,25,31.0,143.0,동수,,,N
인천1호선,I,6496DF,26,29.0,143.0,,,,
인천1호선,I,6496DF,27,28.0,142.0,,,,
인천1호선,I,6496DF,28,28.0,134.0,부평,,interchange,SW
인천1호선,I,6496DF,29,28.0,127.0,부평시장,,,E
인천1호선,I,6496DF,30,28.0,121.0,부평구청,,interchange,E
인천1호선,I,6496DF,31,28.0,112.0,갈산,,,E
인천1호선,I,6496DF,32,28.0,107.0,작전,,,E
인천1호선,I,6496DF,33,28.0,101.0,경인교대입구,,,E
인천1호선,I,6496DF,34,28.0,96.0,계산,,,E
인천1호선,I,6496DF,35,28.0,89.0,임학,,,E
인천1호선,I,6496DF,36,28.0,84.0,박촌,,,E
인천1호선,I,6496DF,37,28.0,79.0,귤현,,,E
인천1호선,I,6496DF,38,28.0,70.0,계양,,interchange,SW
인천1호선,I,6496DF,39,28.0,60.0,"아라
(북부법원
검찰청)",,,W
인천1호선,I,6496DF,40,28.0,56.0,신검단중앙,,,W
인천1호선,I,6496DF,41,28.0,50.0,"검단
호수공원",,,W
인천2호선,I2,CF843C,0,8.0,41.0,,,,
인천2호선,I2,CF843C,1,8.0,45.0,검단오류,검산산업단지,,W
인천2호선,I2,CF843C,2,8.0,52.0,왕길,,,W
인천2호선,I2,CF843C,3,8.0,56.0,"검단
사거리",,,E
인천2호선,I2,CF843C,4,8.0,61.0,마전,,,W
인천2호선,I2,CF843C,5,8.0,62.0,,,,
인천2호선,I2,CF843C,6,9.0,64.0,,,,
인천2호선,I2,CF843C,7,11.0,66.0,완정,,,SW
인천2호선,I2,CF843C,8,14.0,69.0,독정,,,SW
인천2호선,I2,CF843C,9,20.0,75.0,검암,,interchange,E
인천2호선,I2,CF843C,10,14.0,81.0,검바위,,,NW
인천2호선,I2,CF843C,11,9.0,86.0,,,,
인천2호선,I2,CF843C,12,8.0,88.0,,,,
인천2호선,I2,CF843C,13,8.0,90.0,"아시아드
경기장",공촌사거리,,E
인천2호선,I2,CF843C,14,8.0,97.0,서해구청,,,E
인천2호선,I2,CF843C,15,8.0,103.0,가정,루원시티,,E
인천2호선,I2,CF843C,16,8.0,109.0,가정중앙시장,,,E
인천2호선,I2,CF843C,17,8.0,116.0,석남,거북시장,interchange,NE
인천2호선,I2,CF843C,18,8.0,123.0,서부여성회관,,,E
인천2호선,I2,CF843C,19,8.0,129.0,인천가좌,,,E
인천2호선,I2,CF843C,20,8.0,135.0,가재울,,,E
인천2호선,I2,CF843C,21,8.0,141.0,주안국가산단,인천J밸리,,E
인천2호선,I2,CF843C,22,8.0,146.0,,,,
인천2호선,I2,CF843C,23,9.0,147.0,,,,
인천2호선,I2,CF843C,24,19.0,147.0,주안,,interchange,SE
인천2호선,I2,CF843C,25,30.0,147.0,시민공원,문화창작지대,,S
인천2호선,I2,CF843C,26,41.0,147.0,석바위시장,,,S
인천2호선,I2,CF843C,27,59.0,147.0,인천시청,,interchange,SW
인천2호선,I2,CF843C,28,59.0,147.0,석천사거리,,,N
인천2호선,I2,CF843C,29,62.0,147.0,,,,
인천2호선,I2,CF843C,30,64.0,148.0,,,,
인천2호선,I2,CF843C,31,66.0,150.0,모래내시장,,,E
인천2호선,I2,CF843C,32,70.0,154.0,만수,,,E
인천2호선,I2,CF843C,33,74.0,158.0,남동구청,,,E
인천2호선,I2,CF843C,34,76.0,160.0,,,,
인천2호선,I2,CF843C,35,77.0,162.0,인천대공원,,,E
인천2호선,I2,CF843C,36,77.0,167.0,운연,서창,,E
인천2호선,I2,CF843C,37,77.0,175.0,,,,
경춘선,G,0BA382,0,199.0,56.0,,,,
경춘선,G,0BA382,1,199.0,55.0,청량리,서울시립대입구,interchange,N
경춘선,G,0BA382,2,206.0,56.0,,,,
경춘선,G,0BA382,3,206.0,55.0,회기,,interchange,N
경춘선,G,0BA382,4,221.0,56.0,중랑,,interchange,N
경춘선,G,0BA382,5,233.0,56.0,,,,
경춘선,G,0BA382,6,233.0,54.0,상봉,,interchange,E
경춘선,G,0BA382,7,248.0,56.0,망우,,interchange,S
경춘선,G,0BA382,8,252.0,52.0,신내,,interchange,W
경춘선,G,0BA382,9,256.0,48.0,갈매,,,NW
경춘선,G,0BA382,10,260.0,44.0,별내,,interchange,NW
경춘선,G,0BA382,11,264.0,40.0,퇴계원,,,NW
경춘선,G,0BA382,12,268.0,36.0,사릉,,,NW
경춘선,G,0BA382,13,272.0,32.0,금곡,,,NW
경춘선,G,0BA382,14,273.0,31.0,,,,
경춘선,G,0BA382,15,275.0,30.0,,,,
경춘선,G,0BA382,16,276.0,30.0,평내호평,,,N
경춘선,G,0BA382,17,282.0,30.0,천마산,,,N
경춘선,G,0BA382,18,288.0,30.0,마석,,,N
경춘선,G,0BA382,19,294.0,30.0,대성리,,,N
경춘선,G,0BA382,20,297.0,30.0,,,,
경춘선,G,0BA382,21,298.0,31.0,,,,
경춘선,G,0BA382,22,298.0,36.0,청평,,,W
경춘선,G,0BA382,23,298.0,41.0,상천,,,W
경춘선,G,0BA382,24,298.0,46.0,가평,,,W
경춘선,G,0BA382,25,298.0,51.0,굴봉산,,,W
경춘선,G,0BA382,26,298.0,56.0,백양리,,,W
경춘선,G,0BA382,27,298.0,61.0,강촌,,,W
경춘선,G,0BA382,28,298.0,66.0,김유정,,,W
경춘선,G,0BA382,29,298.0,71.0,남춘천,,,W
경춘선,G,0BA382,30,298.0,76.0,춘천,,,W
경춘선,G,0BA382,31,298.0,83.0,,,,
경춘선,G,0BA382,32,233.0,55.0,,,,
경춘선,G,0BA382,33,229.0,55.0,,,,
경춘선,G,0BA382,34,227.0,54.0,,,,
경춘선,G,0BA382,35,215.0,42.0,,,,
경춘선,G,0BA382,36,214.0,42.0,광운대,,interchange,E
경의·중앙선,K,5F9C82,0,6.0,12.0,,,,
경의·중앙선,K,5F9C82,1,6.0,16.0,임진강,,,
경의·중앙선,K,5F9C82,2,11.0,16.0,운천,,,
경의·중앙선,K,5F9C82,3,12.0,16.0,,,,
경의·중앙선,K,5F9C82,4,14.0,16.0,,,interchange,
경의·중앙선,K,5F9C82,5,15.0,16.0,문산,,interchange,
경의·중앙선,K,5F9C82,6,20.0,16.0,파주,,,
경의·중앙선,K,5F9C82,7,25.0,16.0,월롱,,,
경의·중앙선,K,5F9C82,8,30.0,16.0,금촌,,,
경의·중앙선,K,5F9C82,9,35.0,16.0,금릉,,,
경의·중앙선,K,5F9C82,10,40.0,16.0,운정,,,
경의·중앙선,K,5F9C82,11,45.0,16.0,야당,,,
경의·중앙선,K,5F9C82,12,50.0,16.0,탄현,,,N
경의·중앙선,K,5F9C82,13,52.0,16.0,,,,
경의·중앙선,K,5F9C82,14,53.0,17.0,,,,
경의·중앙선,K,5F9C82,15,53.0,18.0,일산,,interchange,E
경의·중앙선,K,5F9C82,16,53.0,22.0,풍산,,interchange,E
경의·중앙선,K,5F9C82,17,53.0,26.0,백마,,interchange,E
경의·중앙선,K,5F9C82,18,53.0,30.0,곡산,,interchange,E
경의·중앙선,K,5F9C82,19,53.0,35.0,대곡,,interchange,SW
경의·중앙선,K,5F9C82,20,53.0,38.0,,,,
경의·중앙선,K,5F9C82,21,54.0,40.0,,,,
경의·중앙선,K,5F9C82,22,56.0,42.0,능곡,,interchange,NE
경의·중앙선,K,5F9C82,23,60.0,46.0,행신,,,NE
경의·중앙선,K,5F9C82,24,65.0,51.0,강매,,,NE
경의·중앙선,K,5F9C82,25,69.0,55.0,한국항공대,,,NE
경의·중앙선,K,5F9C82,26,73.0,59.0,수색,,,NE
경의·중앙선,K,5F9C82,27,76.0,62.0,,,,
경의·중앙선,K,5F9C82,28,78.0,63.0,,,,
경의·중앙선,K,5F9C82,29,94.0,63.0,,,,
경의·중앙선,K,5F9C82,30,94.0,62.0,디지털미디어시티,,interchange,NW
경의·중앙선,K,5F9C82,31,94.0,63.0,,,,
경의·중앙선,K,5F9C82,32,99.0,63.0,가좌,,interchange,N
경의·중앙선,K,5F9C82,33,105.0,63.0,신촌,경의·중앙선,,N
경의·중앙선,K,5F9C82,34,107.0,63.0,,,,
경의·중앙선,K,5F9C82,35,109.0,64.0,,,,
경의·중앙선,K,5F9C82,36,121.0,76.0,,,,
경의·중앙선,K,5F9C82,37,123.0,77.0,,,,
경의·중앙선,K,5F9C82,38,129.0,77.0,서울역,경의·중앙선,,NW
경의·중앙선,K,5F9C82,40,99.0,68.0,,,,
경의·중앙선,K,5F9C82,41,99.0,70.0,,,,
경의·중앙선,K,5F9C82,42,100.0,72.0,,,,
경의·중앙선,K,5F9C82,43,110.0,82.0,홍대입구,,interchange,NE
경의·중앙선,K,5F9C82,44,110.0,88.0,서강대,,,E
경의·중앙선,K,5F9C82,45,110.0,93.0,,,,
경의·중앙선,K,5F9C82,46,111.0,94.0,,,,
경의·중앙선,K,5F9C82,47,121.0,94.0,,,,
경의·중앙선,K,5F9C82,48,121.0,95.0,공덕,,interchange,NW
경의·중앙선,K,5F9C82,49,121.0,94.0,,,,
경의·중앙선,K,5F9C82,50,127.0,94.0,효창공원앞,,interchange,N
경의·중앙선,K,5F9C82,51,127.0,108.0,,,,
경의·중앙선,K,5F9C82,52,128.0,109.0,,,,
경의·중앙선,K,5F9C82,53,131.0,109.0,용산,,interchange,NE
경의·중앙선,K,5F9C82,54,141.0,109.0,이촌,국립중앙박물관,interchange,NE
경의·중앙선,K,5F9C82,55,156.0,109.0,서빙고,,,N
경의·중앙선,K,5F9C82,56,165.0,109.0,한남,,,N
경의·중앙선,K,5F9C82,57,168.0,109.0,,,,
경의·중앙선,K,5F9C82,58,170.0,108.0,,,,
경의·중앙선,K,5F9C82,59,172.0,106.0,옥수,,interchange,E
경의·중앙선,K,5F9C82,60,185.0,93.0,응봉,,,NW
경의·중앙선,K,5F9C82,61,198.0,80.0,,,,
경의·중앙선,K,5F9C82,62,198.0,78.0,왕십리,성동구청,interchange,NE
경의·중앙선,K,5F9C82,63,198.0,58.0,,,,
경의·중앙선,K,5F9C82,64,199.0,57.0,청량리,서울시립대입구,interchange,N
경의·중앙선,K,5F9C82,65,206.0,57.0,,,,
경의·중앙선,K,5F9C82,66,206.0,57.0,회기,,interchange,N
경의·중앙선,K,5F9C82,67,221.0,57.0,,,,
경의·중앙선,K,5F9C82,68,221.0,57.0,중랑,,interchange,N
경의·중앙선,K,5F9C82,69,233.0,57.0,,,,
경의·중앙선,K,5F9C82,70,233.0,57.0,상봉,,interchange,E
경의·중앙선,K,5F9C82,71,248.0,57.0,,,,
경의·중앙선,K,5F9C82,72,248.0,57.0,망우,,interchange,N
경의·중앙선,K,5F9C82,73,255.0,57.0,양원,,,N
경의·중앙선,K,5F9C82,74,260.0,57.0,구리,,interchange,EN
경의·중앙선,K,5F9C82,75,267.0,57.0,도농,,,N
경의·중앙선,K,5F9C82,76,271.0,57.0,양정,,,N
경의·중앙선,K,5F9C82,77,275.0,57.0,덕소,,,N
경의·중앙선,K,5F9C82,78,280.0,57.0,도심,,,N
경의·중앙선,K,5F9C82,79,286.0,57.0,,,,
경의·중앙선,K,5F9C82,80,287.0,58.0,,,,
경의·중앙선,K,5F9C82,81,287.0,60.0,팔당,,,W
경의·중앙선,K,5F9C82,82,287.0,64.0,운길산,,,W
경의·중앙선,K,5F9C82,83,287.0,68.0,양수,,,W
경의·중앙선,K,5F9C82,84,287.0,72.0,신원,,,W
경의·중앙선,K,5F9C82,85,287.0,74.0,,,,
경의·중앙선,K,5F9C82,86,286.0,75.0,,,,
경의·중앙선,K,5F9C82,87,280.0,75.0,국수,,,N
경의·중앙선,K,5F9C82,88,275.0,75.0,아신,,,N
경의·중앙선,K,5F9C82,89,269.0,75.0,오빈,,,N
경의·중앙선,K,5F9C82,90,265.0,75.0,양평,,,N
경의·중앙선,K,5F9C82,91,260.0,75.0,원덕,,,N
경의·중앙선,K,5F9C82,92,255.0,75.0,용문,,,N
경의·중앙선,K,5F9C82,93,250.0,75.0,지평,,,N
경의·중앙선,K,5F9C82,94,243.0,75.0,,,,
공항철도,A,038FA0,0,20.0,112.0,,,,
공항철도,A,038FA0,1,20.0,105.0,"인천공항
2터미널",,,E
공항철도,A,038FA0,2,20.0,100.0,"인천공항
1터미널",,,E
공항철도,A,038FA0,3,20.0,95.0,"공항
화물청사",,,E
공항철도,A,038FA0,4,20.0,90.0,운서,,,E
공항철도,A,038FA0,5,20.0,85.0,영종,,,E
공항철도,A,038FA0,6,20.0,80.0,"청라
국제도시",,,E
공항철도,A,038FA0,7,20.0,75.0,검암,,interchange,E
공항철도,A,038FA0,8,20.0,71.0,,,,
공항철도,A,038FA0,9,21.0,70.0,,,,
공항철도,A,038FA0,10,28.0,70.0,계양,,interchange,N
공항철도,A,038FA0,11,42.0,70.0,김포공항,,interchange,SE
공항철도,A,038FA0,12,47.0,70.0,,,,
공항철도,A,038FA0,13,49.0,71.0,,,,
공항철도,A,038FA0,14,51.0,73.0,,,,
공항철도,A,038FA0,15,53.0,74.0,,,,
공항철도,A,038FA0,16,55.0,74.0,마곡나루,,interchange,NE
공항철도,A,038FA0,17,64.0,65.0,,,,
공항철도,A,038FA0,18,66.0,64.0,,,,
공항철도,A,038FA0,19,94.0,64.0,디지털미디어시티,,interchange,NW
공항철도,A,038FA0,20,96.0,64.0,,,,
공항철도,A,038FA0,21,97.0,65.0,,,,
공항철도,A,038FA0,22,97.0,71.0,,,,
공항철도,A,038FA0,23,98.0,73.0,,,,
공항철도,A,038FA0,24,107.0,82.0,,,,
공항철도,A,038FA0,25,109.0,83.0,,,,
공항철도,A,038FA0,26,110.0,83.0,,,,
공항철도,A,038FA0,27,110.0,82.0,홍대입구,,interchange,NE
공항철도,A,038FA0,28,110.0,83.0,,,,
공항철도,A,038FA0,29,111.0,83.0,,,,
공항철도,A,038FA0,30,113.0,84.0,,,,
공항철도,A,038FA0,31,121.0,92.0,공덕,,interchange,NW
공항철도,A,038FA0,32,131.0,82.0,,,,
공항철도,A,038FA0,33,131.0,80.0,서울역,,interchange,NE
수인분당선,B,A69500,0,43.0,164.0,,,,
수인분당선,B,A69500,1,140.0,178.0,,,,
수인분당선,B,A69500,2,44.0,160.0,인천,,interchange,N
수인분당선,B,A69500,3,51.0,160.0,신포,,,N
수인분당선,B,A69500,4,52.0,160.0,,,,
수인분당선,B,A69500,5,55.0,161.0,숭의,,,NE
수인분당선,B,A69500,6,57.5,163.6,인하대,,,NE
수인분당선,B,A69500,7,60.0,166.3,송도,,,NE
수인분당선,B,A69500,8,62.5,169.0,연수,,,NE
수인분당선,B,A69500,9,64.0,171.0,원인재,,interchange,SW
수인분당선,B,A69500,10,64.0,179.0,,,,
수인분당선,B,A69500,11,63.0,180.0,,,,
수인분당선,B,A69500,12,57.0,180.0,"남동
인더스파크",,,N
수인분당선,B,A69500,13,49.0,180.0,호구포,,,N
수인분당선,B,A69500,14,41.0,180.0,인천논현,,,N
수인분당선,B,A69500,15,32.0,180.0,소래포구,,,N
수인분당선,B,A69500,16,24.0,180.0,월곶,,,N
수인분당선,B,A69500,17,21.0,180.0,,,,
수인분당선,B,A69500,18,20.0,181.0,,,,
수인분당선,B,A69500,19,20.0,184.0,달월,,,E
수인분당선,B,A69500,20,20.0,190.0,오이도,,interchange,SE
수인분당선,B,A69500,21,31.0,190.0,정왕,한국산업기술대,interchange,N
수인분당선,B,A69500,22,39.0,190.0,신길온천,,interchange,N
수인분당선,B,A69500,23,46.0,190.0,안산,,interchange,N
수인분당선,B,A69500,24,52.0,190.0,초지,,interchange,SE
수인분당선,B,A69500,25,58.0,190.0,고잔,,interchange,N
수인분당선,B,A69500,26,64.0,190.0,중앙,,interchange,S
수인분당선,B,A69500,27,70.0,190.0,한대앞,,interchange,N
수인분당선,B,A69500,28,70.0,192.0,,,,
수인분당선,B,A69500,29,71.0,193.0,,,,
수인분당선,B,A69500,30,80.0,193.0,사리,,,S
수인분당선,B,A69500,31,91.0,193.0,야목,,,S
수인분당선,B,A69500,32,102.0,193.0,어천,,,S
수인분당선,B,A69500,33,113.0,193.0,오목천,,,S
수인분당선,B,A69500,34,124.0,193.0,고색,,,S
수인분당선,B,A69500,35,133.0,193.0,,,,
수인분당선,B,A69500,36,134.0,192.0,,,,
수인분당선,B,A69500,37,134.0,190.0,수원,,interchange,SE
수인분당선,B,A69500,38,134.0,182.0,매교,,,W
수인분당선,B,A69500,39,134.0,178.0,수원시청,,,W
수인분당선,B,A69500,40,134.0,175.0,,,,
수인분당선,B,A69500,41,135.0,174.0,,,,
수인분당선,B,A69500,42,139.0,174.0,매탄권선,,,N
수인분당선,B,A69500,43,147.0,174.0,망포,,,N
수인분당선,B,A69500,44,154.0,174.0,영통,,,N
수인분당선,B,A69500,45,160.0,174.0,청명,,,N
수인분당선,B,A69500,46,167.0,174.0,상갈,,,N
수인분당선,B,A69500,47,173.0,174.0,기흥,,interchange,N
수인분당선,B,A69500,48,179.0,174.0,신갈,,,N
수인분당선,B,A69500,49,188.0,174.0,구성,,interchange,NW
수인분당선,B,A69500,50,195.0,174.0,보정,,,N
수인분당선,B,A69500,51,202.0,174.0,죽전,,,N
수인분당선,B,A69500,52,209.0,174.0,오리,,,N
수인분당선,B,A69500,53,211.0,173.0,,,,
수인분당선,B,A69500,54,214.0,170.0,미금,,interchange,SE
수인분당선,B,A69500,55,218.0,166.0,정자,,interchange,E
수인분당선,B,A69500,56,222.0,162.0,,,,
수인분당선,B,A69500,57,224.0,161.0,,,,
수인분당선,B,A69500,58,227.0,161.0,수내,,,S
수인분당선,B,A69500,59,234.0,161.0,서현,,,S
수인분당선,B,A69500,60,242.0,161.0,이매,,interchange,NE
수인분당선,B,A69500,61,249.0,161.0,야탑,,,S
수인분당선,B,A69500,62,259.0,161.0,모란,,interchange,SW
수인분당선,B,A69500,63,266.0,161.0,태평,,,N
수인분당선,B,A69500,64,267.0,161.0,,,,
수인분당선,B,A69500,65,269.0,160.0,,,,
수인분당선,B,A69500,66,272.0,157.0,가천대,,,NW
수인분당선,B,A69500,67,276.0,153.0,,,,
수인분당선,B,A69500,68,277.0,153.0,복정,,interchange,NE
수인분당선,B,A69500,69,257.0,153.0,수서,,interchange,SE
수인분당선,B,A69500,70,239.0,153.0,대모산입구,,,N
수인분당선,B,A69500,71,227.0,153.0,개포동,,,N
수인분당선,B,A69500,72,215.0,153.0,구룡,,,N
수인분당선,B,A69500,73,204.0,153.0,,,,
수인분당선,B,A69500,74,203.0,152.0,,,,
수인분당선,B,A69500,75,203.0,145.0,도곡,,interchange,SE
수인분당선,B,A69500,76,203.0,140.0,한티,,,E
수인분당선,B,A69500,77,203.0,136.0,선릉,,interchange,NW
수인분당선,B,A69500,78,210.0,129.0,선정릉,,interchange,N
수인분당선,B,A69500,79,218.0,121.0,,,,
수인분당선,B,A69500,80,219.0,119.0,,,,
수인분당선,B,A69500,81,219.0,114.0,강남구청,,interchange,SE
수인분당선,B,A69500,82,212.0,107.0,압구정로데오,,,SW
수인분당선,B,A69500,83,202.0,97.0,서울숲,,,SW
수인분당선,B,A69500,84,199.0,94.0,,,,
수인분당선,B,A69500,85,198.0,92.0,,,,
수인분당선,B,A69500,86,198.0,78.0,왕십리,성동구청,interchange,NE
수인분당선,B,A69500,87,199.0,78.0,,,,
수인분당선,B,A69500,88,199.0,81.0,,,,
수인분당선,B,A69500,89,199.0,55.0,청량리,서울시립대입구,interchange,N
신분당선,S,CD2234,0,172.0,119.0,신사,,interchange,W
신분당선,S,CD2234,1,177.0,116.0,,,,
신분당선,S,CD2234,2,181.0,115.0,,,,
신분당선,S,CD2234,3,194.0,115.0,,,,
신분당선,S,CD2234,4,195.0,116.0,,,,
신분당선,S,CD2234,5,195.0,121.0,논현,,interchange,NE
신분당선,S,CD2234,6,195.0,130.0,신논현,,interchange,NE
신분당선,S,CD2234,7,184.0,136.0,강남,,interchange,N
신분당선,S,CD2234,8,184.0,145.0,양재,서초구청,interchange,SW
신분당선,S,CD2234,9,184.0,152.0,,,,
신분당선,S,CD2234,10,185.0,154.0,,,,
신분당선,S,CD2234,11,186.0,155.0,양재시민의숲,,,NE
신분당선,S,CD2234,12,190.0,159.0,,,,
신분당선,S,CD2234,13,192.0,160.0,,,,
신분당선,S,CD2234,14,196.0,160.0,청계산입구,,,N
신분당선,S,CD2234,15,209.0,160.0,판교,판교테크노밸리,interchange,N
신분당선,S,CD2234,16,216.5,165.7,,,,
신분당선,S,CD2234,17,216.8,166.0,정자,,interchange,E
신분당선,S,CD2234,18,213.0,169.8,미금,,interchange,SE
신분당선,S,CD2234,19,209.0,167.0,동천,,,N
신분당선,S,CD2234,20,202.0,167.0,수지구청,,,N
신분당선,S,CD2234,21,195.0,167.0,성복,,,N
신분당선,S,CD2234,22,188.0,167.0,상현,,,N
신분당선,S,CD2234,23,181.0,167.0,광교중앙,아주대,,N
신분당선,S,CD2234,24,174.0,167.0,광교,경기대,,N
신분당선,S,CD2234,25,164.0,167.0,,,,
경강선,KK,004EA7,0,210.0,160.0,판교,판교테크노밸리,interchange,N
경강선,KK,004EA7,1,210.0,159.0,,,,
경강선,KK,004EA7,2,230.0,159.0,성남,,interchange,NW
경강선,KK,004EA7,3,242.0,159.0,,,,
경강선,KK,004EA7,4,242.0,160.0,이매,,interchange,NE
경강선,KK,004EA7,5,242.0,168.0,삼동,,,E
경강선,KK,004EA7,6,242.0,174.0,,,,
경강선,KK,004EA7,7,243.0,175.0,,,,
경강선,KK,004EA7,8,249.0,175.0,경기광주,,,N
경강선,KK,004EA7,9,257.0,175.0,초월,,,N
경강선,KK,004EA7,10,265.0,175.0,곤지암,,,N
경강선,KK,004EA7,11,273.0,175.0,신둔도예촌,,,N
경강선,KK,004EA7,12,281.0,175.0,이천,,,N
경강선,KK,004EA7,13,289.0,175.0,부발,,,N
경강선,KK,004EA7,14,297.0,175.0,,,,
경강선,KK,004EA7,15,298.0,176.0,,,,
경강선,KK,004EA7,16,298.0,180.0,세종대왕릉,,,W
경강선,KK,004EA7,17,298.0,185.0,여주,,,W
경강선,KK,004EA7,18,298.0,190.0,,,,
용인경전철,E,36A805,0,173.0,174.0,기흥,,interchange,N
용인경전철,E,36A805,1,173.0,179.0,강남대,,,WS
용인경전철,E,36A805,2,173.0,181.0,,,,
용인경전철,E,36A805,3,174.0,182.0,,,,
용인경전철,E,36A805,4,177.0,182.0,지석,,,N
용인경전철,E,36A805,5,184.0,182.0,어정,,,N
용인경전철,E,36A805,6,191.0,182.0,동백,,,N
용인경전철,E,36A805,7,198.0,182.0,초당,,,N
용인경전철,E,36A805,8,205.0,182.0,삼가,,,N
용인경전철,E,36A805,9,213.0,182.0,시청·용인대,,,N
용인경전철,E,36A805,10,221.0,182.0,명지대,,,N
용인경전철,E,36A805,11,228.0,182.0,김량장,,,N
용인경전철,E,36A805,12,236.0,182.0,용인중앙시장,,,N
용인경전철,E,36A805,13,244.0,182.0,고진,,,N
용인경전철,E,36A805,14,251.0,182.0,보평,,,N
용인경전철,E,36A805,15,258.0,182.0,둔전,,,N
용인경전철,E,36A805,16,265.0,182.0,전대·에버랜드,,,N
용인경전철,E,36A805,17,275.0,182.0,,,,
우이신설경전철,W,878787,0,188.0,55.0,신설동,,interchange,S
우이신설경전철,W,878787,1,180.0,47.0,보문,,interchange,E
우이신설경전철,W,878787,2,175.0,42.0,,,,
우이신설경전철,W,878787,3,174.0,40.0,,,,
우이신설경전철,W,878787,4,174.0,34.0,성신여대입구,돈암,interchange,W
우이신설경전철,W,878787,5,168.0,28.0,정릉,국민대입구,,NE
